CUSTOMER,ITEM_NAME,ICODE,WK_REF,PLAN_QTY,VCHNUM,VCHDATE,ARCH_QTY,ISARCH,ENT_BY,ENT_DT,EDT_BY,EDT_DT,ACODE,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,DP/TP COMB BUS BAR END CAP,90020397,202411,2500,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:36,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,CB70283 HINGE SURFACE,90200002,202411,55000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:36,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,CB70275 FRAME HINGE LOCATOR,90200001,202411,40000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:36,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,CB71059 CONNECTING BUSBAR RB VTPN,90020205,202411,700,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:36,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,DIN RAIL ENCLOSURE 4 WAY,90020440,202411,6000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:36,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,BOTTOM COVER ASSEMBLY-AST CONTROLLER,90020183,202411,300,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,TOPCOVER-AST CONTROLLER-MOTORISED COSD,90020182,202411,400,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG-04W JR PHASE SELECTOR - ROTARY 63A,90280007,202411,320,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG-06W JR PHASE SELECTOR - ROTARY 63A,90280008,202411,100,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG- VTPN 4W DD IP54 125A MCCB I/C DBVTL00454 DZ1,90020738,202411,1,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEMS PVT LTD,507792 TP ENCLOSURE,90040163,202411,800,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16N015,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,BUSBAR INTERIOR VTPN MCCB 8 250,90040229,202411,50,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,BUSBAR INTERIOR VTPN MCCB 12 250,90040231,202411,50,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16N008,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_4 WAY SPN SD_DBSPN004SDS,90200316,202411,59,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_8 WAY SPN DD GLAZED_DBSPN008GDS,90200321,202411,20,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_12 WAY SPN DD GLAZED_DBSPN012GDS,90200324,202411,10,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,DP 12 MOD COMB BUS BAR,90020229,202411,1050,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,CB71047_125A RB SPREADER LINK MCCB INCOMER,90020369,202411,1600,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,CB71048 125A Y SPREADER  LINK MCCB INCOMER,90020391,202411,800,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,VTPN 16W DD IP43 250A MCCB I/C - PREMIUM (DBVTH016DD),90020107,202411,25,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEMS PVT LTD,507817 20A TP P&S DB,90040166,202411,308,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16N015,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEMS PVT LTD,507821 20A FP RCBO P&S DB,90040167,202411,200,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16N015,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_16 WAY SPN SD_DBSPN016SDS,90200328,202411,38,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,ENCLOSURE 6W SD IP30 - PREMIUM,90020040,202411,500,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,P&S 20A 3PIN 3MOD SD IP30 - METAL CLAD,90020219,202411,200,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_4 WAY SPN DD - GLAZED_DBSPN004GDS,90200315,202411,28,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_6 WAY SPN DD - GLAZED_DBSPN006GDS,90200318,202411,16,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_8 WAY SPN SD_DBSPN008SDS,90200322,202411,200,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_12 WAY SPN SD_DBSPN012SDS,90200325,202411,173,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,CEB- VTPN DOUBLE DOOR MODULAR INCOMER,90020178,202411,40,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:37,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,16A 2 P+E WITH 413.1663 + 214.1633,90190002,202411,1150,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,32A 2 P+E WITH 413.3263 + 214.3233,90190003,202411,130,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,08W JR PHASE SELECTOR - ROTARY 63A,90280011,202411,10,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEMS PVT LTD,IP20 SPN 12WAY (R),90040022,202411,9,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N015,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,TAPPO FORO DIA 5,90040074,202411,7000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG_18 WAY SPN SD_DBSPN018SDS,90200331,202411,20,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,VTPN 6W 250A MCCB I/C SD IP30,90020113,202411,10,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,VTPN 8W 250A MCCB I/C SD IP30,90020114,202411,10,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,SP 13 MOD COMB BUS BAR,90020227,202411,150,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FP COMB BUS BAR END CAP,90020422,202411,225,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,VTPN 4W DD IP43,90020497,202411,10,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
SCHNEIDER ELECTRIC INDIA PVT LTD-ESP NAGPUR STOCKING PLANT,FG-VTPN 6W DD IP43 - EXPORT_DBVTM006DD_EXP,90020664,202411,10,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16S062,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-MIDDLE BRACE  (POWDER COATED)-031-01-N_74012212,74013826,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-MIDDLE BRACE  (POWDER COATED)-031-02-N_74012213,74013827,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BRACE  (POWDER COATED)-31-12-N_74012162,74013832,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-MID BRACE  (POWDER COATED)-31-13-N_74012210,74013833,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP CVR (800CU)  (POWDER COATED)-102-01-N_74012246,74013830,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP BOTTOM CVR (800CU)  (POWDER COATED)-102-01B-N_74012238,74013831,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP COVER (1350CU)  (POWDER COATED )-102-04-N_74012240,74013874,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP BOTTOM COVER (1350CU)  (POWDER COATED)-102-04B-N_74012232,74014055,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_JP CVR (1350AL)  (POWDER COATED)-102-06-N_74012124,74013876,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_JP BOTTOM CVR (1350AL)  (POWDER COATED)-102-06B-N_74012122,74013834,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_TOP JNT CVR (1600AL)  (POWDER COATED )-102-08-N_74012286,74013878,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_TOP JNT BOTTOM CVR (1600AL)  (POWDER COATED)-102-08B-N_74012282,74013835,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:38,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_S JP TOP&AMP;BOTTOM COVER  4.72  (POWDER COATED)-102-41-N_74012261,74013836,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_S JP BOTTOM COVER  4.72  (POWDER COATED)-102-41B-N_74012259,74013837,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP CVR (2500CU/2000AL)  (PC)-104-01-N_74012242,74013879,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP BOTTOM CVR (2500CU/2000AL)  (POWDER COATED)-104-01B-N_74012234,74013880,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP CVR (3200CU/2500AL)  (POWDER COATED)-104-02-N_74012244,74013881,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_P/JP BOTTOM CVR (3200CU/2500AL) (POWDER COATED)-104-02B-N_74012236,74013969,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_TOP JNT CVR (4000AL)  (POWDER COATED)-106-01-N_74012288,74013905,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_TOP JNT BOTTOM CVR (4000AL)  (POWDER COATED)-106-01B-N_74012284,74013870,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_T JP TOP&AMP;BOTTOM COVER 22.3  (POWDER COATED)-106-45-N_74012276,74013871,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,SF-N4_T JP BOTTOM COVER 22.3  (POWDER COATED)-106-45B-N_74012274,74013838,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-02-N_74012218,74013882,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-05-N_74012219,74013883,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-06-N_74012220,74013884,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-07-N_74012221,74013885,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-09-N_74012222,74013886,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-11-N_74012223,74013839,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-TOP PRESSURE PLATE  (POWDER COATED)-621-14-N_74012224,74013840,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_H4.72 IP54/41 4P PRESSURE PLATE  (POWDER COATED)-621-41-N_74012115,74013841,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_H22.30 IP54/41 4P PRESSURE PLATE  (POWDER COATED)-621-45-N_74012111,74013842,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BAFFLE PLATE(800CU)  (POWDER COATED)-622-02-N_74012138,74013887,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BACK PLATE(H7.34)  (POWDER COATED)-622-05-N_74012130,74013888,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BACK PLATE(H5.84)  (POWDER COATED)-622-06-N_74012128,74013889,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BACK PLATE(H8.84)  (POWDER COATED)-622-07-N_74012132,74013890,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BACK PLATE(H12.72)  (POWDER COATED)-622-09-N_74012126,74013891,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BAFFLE PLATE(H16.22)  (POWDER COATED)-622-11-N_74012140,74013843,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BAFFLE PLATE(H25.60)  (POWDER COATED)-622-14-N_74012142,74013844,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BAFFLE PLATE(4.72)4P/3P  (POWDER COATED)-622-41-N_74012136,74013845,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BAFFLE PLATE(22.3)4P/3P  (POWDER COATED)45216-622-45-N_74012134,74013846,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)-627-02-N_74012144,74013892,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)-627-05-N_74012145,74013893,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)-627-06-N_74012146,74013894,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)-627-07-N_74012147,74013895,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)-627-09-N_74012148,74013896,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)-627-11-N_74012149,74013847,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:39,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE  (POWDER COATED)_74012150,74013848,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE(4.72)4P  (POWDER COATED)-627-41-N_74012160,74013849,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-BOTTOM PRESSURE PLATE(22.3)4P  (POWDER COATED)-627-45-N_74012158,74013850,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 1350A  (POWDER COATED)-686-04-N_74012182,74013897,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 1350A  (POWDER COATED)-686-07-N_74012183,74013898,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 1600A  (POWDER COATED)_74012190,74013899,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 2500A  (POWDER COATED)-686-10-N_74012194,74013851,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 2500A  (POWDER COATED)-686-12-N_74012195,74013852,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 4000A  (POWDER COATED)-686-16-N_74012202,74013853,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP BFC(H4.72)  (POWDER COATED)-686-41-N_74012208,74013854,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-SPOT SC IP54 (H22.3)4P  (POWDER COATED)-686-45-N_74012216,74013855,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 800A  (POWDER COATED)-688-01-N_74012206,74013900,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 1350A  (POWDER COATED)-688-04-N_74012184,74013901,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
NOVATEUR ELECTRICAL AND  DIGITAL SYSTEAMS PVT.LTD.,N4_N-IP54 SURGE CLAMP - 1350A  (POWDER COATED)-688-07-N_74012185,74013902,202411,5000,000055,01/03/2024,0,Y,KAKDE,01/03/2024,-,01/03/2024 16:19:40,16N008,,
