ITEM_NAME,ERP_CODE,CLOSING,NAME,UNIT,ICAT,CPARTNO,CUST_REF,RATE,CAL_VALUE,PREFX,IWEIGHT,LABRCHG,IRATE1,IH_VALUE,TOT_VAL,GRP,STAGE,CLOSING_WT,FG_REF,,
SF-DOOR VTPN MCCB 12 WAY - IP30_CB71542_PC,74012782,2,61. ASSEMBLY  N4,NOS,DOM,CB71542_PC,-,383.6216,767,,0,0,0,0,767,7401,61,0,,,
SF-DOOR VTPN MCCB 12 WAY_CB70757_PC,74012804,62,61. ASSEMBLY  N4,NOS,DOM,CB70757_PC,-,326.8652,20266,-,0,23.26,,1442,21708,7401,61,0,,,
SF-DOOR VTPN MCCB 20 WAY _CB70760_PC,74012811,2,61. ASSEMBLY  N4,NOS,DOM,CB70760_PC,-,581.4855,1163,-,0,25.2,,50,1213,7401,61,0,,,
SF-DOOR VTPN MCCB 4 WAY - IP30_CB71534_PC,74012744,1,61. ASSEMBLY  N4,NOS,DOM,CB71534_PC,-,180.3583,180,,0,0,0,0,180,7401,61,0,,,
SF-DOOR VTPN MCCB 4 WAY_CB70753_PC,74012761,18,61. ASSEMBLY  N4,NOS,DOM,CB70753_PC,-,218.2098,3928,-,0,1,,18,3946,7401,61,0,,,
SF-DOOR VTPN MCCB 6 WAY _CB70754_PC,74012994,9,61. ASSEMBLY  N4,NOS,DOM,CB70754_PC,-,237.0403,2133,-,0,1,,9,2142,7401,61,0,,,
SF-DOOR VTPN MCCB 8 WAY _CB70755_PC,74012996,24,61. ASSEMBLY  N4,NOS,DOM,CB70755_PC,-,277.6298,6663,-,0,17.06,,409,7072,7401,61,0,,,
SF-DRC 116.2MM._CB71287_PC,74014163,1272,61. ASSEMBLY  N4,NOS,DOM,-,-,4.3304,5508,-,0,0.37,,471,5979,7401,61,0,,,
SF-DRC 151.6MM._CB71288_PC,74014164,537,61. ASSEMBLY  N4,NOS,DOM,-,-,5.2542,2822,-,0,0.47,,252,3074,7401,61,0,,,
SF-DRC 222.4MM._CB71290_PC,74014165,179,61. ASSEMBLY  N4,NOS,DOM,-,-,8.8312,1581,-,0,1,,179,1760,7401,61,0,,,
SF-DRC 293.2MM._CB71292_PC,74014663,1082,61. ASSEMBLY  N4,NOS,-,-,-,1.0427,1128,,0,0,0,0,1128,7401,61,0,,,
SF-DRC 328.6MM._CB71293_PC,74014664,139,61. ASSEMBLY  N4,NOS,-,-,-,1.2258,170,,0,0,0,0,170,7401,61,0,,,
SF-DRC 80.8MM._CB71286_PC,74014162,52,61. ASSEMBLY  N4,NOS,DOM,-,-,1.8632,97,-,0,0.25,,13,110,7401,61,0,,,
SF-ENCLOSURE DP POWDER COATED SHIELD 607882 JOTUN,74013811,311,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,10.1735,3164,-,0,1.07,,333,3497,7401,61,0,,,
SF-ENCLOSURE FP POWDER COATED SHIELD 607884 JOTUN,74013814,5474,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,12.5079,68468,-,0,1.2,,6569,75037,7401,61,0,,,
SF-ENCLOSURE FP RCBO POWDER COATED BOX 607885 JOTUN,74013815,1,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,90.6166,91,-,0,7.04,,7,98,7401,61,0,,,
SF-ENCLOSURE FP RCBO POWDER COATED SHIELD 607885 JOTUN,74013816,130,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,23.0784,3000,-,0,3.24,,421,3421,7401,61,0,,,
SF-ENCLOSURE SP POWDER COATED BOX 607881/82,74010812,2,61. ASSEMBLY  N4,NOS,-,-,0,29.8861,60,,0,0,0,0,60,7401,61,0,,,
SF-ENCLOSURE SP POWDER COATED BOX 607881/82 JOTUN,74013809,621,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,22.048,13692,-,0,2.71,,1683,15375,7401,61,0,,,
SF-ENCLOSURE SP POWDER COATED SHIELD 607881 JOTUN,74013810,63,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,10.4699,660,-,0,1.1,,69,729,7401,61,0,,,
SF-ENCLOSURE TP POWDER COATED BOX 607883/84 JOTUN,74013812,4612,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,33.8375,156059,-,0,3.1,,14297,170356,7401,61,0,,,
SF-ENCLOSURE TP POWDER COATED SHIELD 607883 JOTUN,74013813,270,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,12.8625,3473,-,0,1.26,,340,3813,7401,61,0,,,
SF-ETPN 4 W POWDER COATED SIDE PLATE 402515 IP42,74010831,2,61. ASSEMBLY  N4,NOS,-,-,0,19.4246,39,-,0,1.36,,3,42,7401,61,0,,,
SF-ETPN 6 W POWDER COATED BOX 402516 IP42,74010833,1,61. ASSEMBLY  N4,NOS,-,-,0,197.3297,197,-,0,12.13,,12,209,7401,61,0,,,
SF-ETPN 6 W POWDER COATED DOOR 402516 IP42,74010834,1,61. ASSEMBLY  N4,NOS,-,-,0,118.6644,119,-,0,7.6,,8,127,7401,61,0,,,
SF-ETPN 6 W POWDER COATED SHIELD 402516 IP42,74010836,1,61. ASSEMBLY  N4,NOS,-,-,0,182.2212,182,-,0,9.44,,9,191,7401,61,0,,,
SF-ETPN 6 W POWDER COATED SIDE PLATE 402516 IP42,74010838,8,61. ASSEMBLY  N4,NOS,-,-,0,21.366,171,-,0,1.51,,12,183,7401,61,0,,,
SF-ETPN 8 W POWDER COATED BOX 402517 IP42,74010840,12,61. ASSEMBLY  N4,NOS,-,-,0,212.3326,2548,,0,0,0,0,2548,7401,61,0,,,
SF-ETPN 8 W POWDER COATED DOOR 402517 IP42,74010841,12,61. ASSEMBLY  N4,NOS,-,-,0,136.4147,1637,,0,0,0,0,1637,7401,61,0,,,
SF-ETPN 8 W POWDER COATED SIDE PLATE 402517 IP42,74010845,18,61. ASSEMBLY  N4,NOS,-,-,0,24.0276,432,,0,0,0,0,432,7401,61,0,,,
SF-FRAME PHS 6 WAY IP43_CB96643_PC,74013424,14,61. ASSEMBLY  N4,NOS,DOM,CB96643_PC,-,144.7164,2026,-,0,14.61,,205,2231,7401,61,0,,,
SF-FRAME POWDER COATED SURFACE VTPN  6 WAY_CB95249_PC,74012729,3,61. ASSEMBLY  N4,NOS,DOM,CB95249_PC,-,144.4355,433,,0,22.41,0,67,500,7401,61,0,,,
SF-FRAME POWDER COATED SURFACE VTPN MCCB 10 WAY,74012735,13,61. ASSEMBLY  N4,NOS,DOM,CB96007_PC,-,222.1389,2888,-,0,1,,13,2901,7401,61,0,,,
SF-FRAME POWDER COATED SURFACE VTPN MCCB 12 WAY_CB96008_PC,74012736,70,61. ASSEMBLY  N4,NOS,DOM,CB96008_PC,-,164.034,11482,-,0,9.69,,678,12160,7401,61,0,,,
SF-FRAME POWDER COATED SURFACE VTPN MCCB 16WAY_CB96010_PC,74012737,-5,61. ASSEMBLY  N4,NOS,DOM,CB96010_PC,-,237.7046,-1189,-,0,11.63,,-58,-1247,7401,61,0,,,
SF-FRAME POWDER COATED SURFACE VTPN MCCB 20 WAY_CB96011_PC,74012738,2,61. ASSEMBLY  N4,NOS,DOM,CB96011_PC,-,436.6355,873,-,0,86.72,,173,1046,7401,61,0,,,
SF-FRAME POWDER COATED VTPN MCCB 8 WAY_CB96006_PC,74012740,22,61. ASSEMBLY  N4,NOS,DOM,CB96006_PC,-,139.3078,3065,-,0,4.34,,95,3160,7401,61,0,,,
SF-FRAME SURFACE VTPN 10 WAY - GCC_CB95251_PC,74013048,26,61. ASSEMBLY  N4,NOS,DOM,CB95251_PC,-,163.5767,4253,-,0,25.45,,662,4915,7401,61,0,,,
SF-FRAME SURFACE VTPN 18 WAY_GCC_CB95255_PC,74012732,2,61. ASSEMBLY  N4,NOS,DOM,CB95255_PC,-,167.015,334,,0,0,0,0,334,7401,61,0,,,
SF-FRAME VTPN MCCB 4 WAY_CB96004_PC,74012739,4,61. ASSEMBLY  N4,NOS,DOM,CB96004_PC,-,14.8862,60,-,0,1,,4,64,7401,61,0,,,
SF-GLAND PLATE PHS 12 WAY IP43_CB70711_PC,74013563,9,61. ASSEMBLY  N4,NOS,DOM,CB70711_PC,-,69.4775,625,-,0,1,,9,634,7401,61,0,,,
SF-GLAND PLATE PHS 6 WAY IP43_CB70708_PC,74013408,28,61. ASSEMBLY  N4,NOS,DOM,CB70708_PC,-,55.0511,1541,-,0,3.35,,94,1635,7401,61,0,,,
SF-GLAND PLATE SFRM SPN 12 WAY IP43_CB70582_PC,74014694,7,61. ASSEMBLY  N4,NOS,-,CB70582,-,18.5023,130,,0,0,0,0,130,7401,61,0,,,
SF-GLAND PLATE SFRM SPN 16 WAY IP43_CB70583_PC,74014695,2114,61. ASSEMBLY  N4,NOS,-,CB70583,-,22.2864,47113,,0,0,0,0,47113,7401,61,0,,,
SF-GLAND PLATE SFRM SPN 18 WAY IP43_CB70584_PC,74014696,754,61. ASSEMBLY  N4,NOS,-,CB70584,-,24.4882,18464,,0,0,0,0,18464,7401,61,0,,,
SF-GLAND PLATE SFRM SPN 4 WAY IP43_CB70579_PC,74014691,125,61. ASSEMBLY  N4,NOS,-,CB70579,-,10.2171,1277,,0,0,0,0,1277,7401,61,0,,,
SF-GLAND PLATE SFRM SPN 6 WAY IP43_CB70580_PC,74014692,88,61. ASSEMBLY  N4,NOS,-,CB70580,-,11.9864,1055,,0,0,0,0,1055,7401,61,0,,,
SF-GLAND PLATE SFRM SPN 8 WAY IP43_CB70581_PC,74014693,234,61. ASSEMBLY  N4,NOS,-,CB70581,-,13.7538,3218,,0,0,0,0,3218,7401,61,0,,,
SF-GLAND PLATE SPN 12 WAY PREMIUM IP43_CB70582_PC,74012504,150,61. ASSEMBLY  N4,NOS,DOM,CB70582_PC,-,19.744,2962,-,0,1.4,,210,3172,7401,61,0,,,
SF-GLAND PLATE SPN 18 WAY IP43_CB70584_PC,74012555,328,61. ASSEMBLY  N4,NOS,-,CB70584_PC,-,25.7963,8461,-,0,1.78,,584,9045,7401,61,0,,,
SF-GLAND PLATE SPN 4 WAY  PREMIUM IP43_CB70579_PC,74012498,189,61. ASSEMBLY  N4,NOS,DOM,CB70579_PC,-,11.75,2221,-,0,0.78,,147,2368,7401,61,0,,,
SF-GLAND PLATE VTPN MCB IP54_CB70842_PC,74014480,2,61. ASSEMBLY  N4,NOS,DOM,CB70842_PC,-,35.8796,72,,0,0,0,0,72,7401,61,0,,,
SF-GLAND PLATE VTPN MCCB_CB70700_PC,74012759,91,61. ASSEMBLY  N4,NOS,DOM,CB70700_PC,-,146.3001,13313,,0,2.33,0,212,13525,7401,61,0,,,
SF-GLAND PLATE VTPN_CB71213_PC,74012623,422,61. ASSEMBLY  N4,NOS,DOM,CB71213_PC,-,35.3961,14937,-,0,1.94,,819,15756,7401,61,0,,,
SF-GLAZED DOOR VTPN 6 WAY_PC,74012602,1,61. ASSEMBLY  N4,NOS,-,CB71382_PC,-,211.4062,211,,0,0,0,0,211,7401,61,0,,,
SF-HALF DIN 12 WAY_CB71238_PC,74014158,36,61. ASSEMBLY  N4,NOS,DOM,-,-,17.8858,644,-,0,1.34,,48,692,7401,61,0,,,
SF-HALF DIN 16 WAY_CB71240_PC,74014159,4,61. ASSEMBLY  N4,NOS,DOM,-,-,22.0362,88,,0,1.76,0,7,95,7401,61,0,,,
SF-HALF DIN 4 WAY_CB71234_PC,74014154,54,61. ASSEMBLY  N4,NOS,DOM,-,-,3.4493,186,-,0,0.47,,25,211,7401,61,0,,,
SF-HALF DIN 6 WAY_CB71235_PC,74014155,42,61. ASSEMBLY  N4,NOS,DOM,-,-,5.0589,212,,0,0.68,0,29,241,7401,61,0,,,
SF-HALF DIN 8 WAY_CB71236_PC,74014156,108,61. ASSEMBLY  N4,NOS,DOM,-,-,9.7481,1053,-,0,0.91,,98,1151,7401,61,0,,,
SF-IP 54 PATTI BRACKET BIG 5 X 20 X 120 PC,74014323,12,61. ASSEMBLY  N4,NOS,DOM,-,-,17.4373,209,-,0,1,,12,221,7401,61,0,,,
SF-MCB SHIELD PHS 12 WAY IP43_CB70716_PC,74013529,5,61. ASSEMBLY  N4,NOS,DOM,CB70716_PC,-,148.4315,742,-,0,1,,5,747,7401,61,0,,,
SF-MCCB SUPPORT BASE_CB70517_PC,74012743,130,61. ASSEMBLY  N4,NOS,DOM,CB70517_PC,-,29.9114,3888,-,0,11.86,,1542,5430,7401,61,0,,,
SF-MOUNTING STRIP VTPN MCCB 250A_PC,74012772,130,61. ASSEMBLY  N4,NOS,DOM,CB70805_PC,-,2.6389,343,,0,0.23,0,30,373,7401,61,0,,,
SF-P & S DB POWDER COATED BOX 607840/41/43 20A SP JOTUN,74013797,275,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,51.9096,14275,-,0,3.45,,949,15224,7401,61,0,,,
SF-P & S DB POWDER COATED SHIELD 607840 10A SP JOTUN,74013798,11,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,14.9135,164,-,0,1,,11,175,7401,61,0,,,
SF-P & S DB POWDER COATED SHIELD 607841 20A SP JOTUN,74013799,276,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,13.8853,3832,-,0,1.53,,422,4254,7401,61,0,,,
SF-P & S DB POWDER COATED SHIELD 607843 DP 20A METRA JOTUN,74013800,132,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,15.4155,2035,-,0,1.53,,202,2237,7401,61,0,,,
SF-P&S DB POWDER COATED BOX 607850/51 20A TP JOTUN,74013801,10,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,79.03,790,-,0,4.85,,49,839,7401,61,0,,,
SF-P&S DB POWDER COATED SHIELD 607850 20A TP JOTUN,74013802,20,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,64.702,1294,-,0,1,,20,1314,7401,61,0,,,
SF-P&S DB POWDER COATED SHIELD 607851 30A TP JOTUN,74013803,2,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,65.7356,131,,0,2.09,0,4,135,7401,61,0,,,
SF-RCBO P&S DB POWDER COATED BOX 607861/62 20A FP JOTUN,74013806,36,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,86.8282,3126,-,0,7,,252,3378,7401,61,0,,,
SF-RCBO P&S DB POWDER COATED SHIELD 607861 20A FP JOTUN,74013807,96,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,68.1346,6541,,0,2.97,0,285,6826,7401,61,0,,,
SF-RCBO P&S DB POWDER COATED SHIELD 607862 30A FP JOTUN,74013808,6,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,67.99,408,-,0,2.91,,17,425,7401,61,0,,,
SF-RCBO PLUG AND SOCKET DB POWDER COATED BOX 607860 20A DP JOTUN,74013804,81,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,45.871,3716,-,0,1,,81,3797,7401,61,0,,,
SF-RCBO PLUG AND SOCKET DB POWDER COATED SHIELD 607860 20A DP JOTUN,74013805,63,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,66.4194,4184,-,0,2.27,,143,4327,7401,61,0,,,
SF-SEPARATE FRAME SPN  12 WAY IP43_CB98262_PC,74014688,1,61. ASSEMBLY  N4,NOS,-,CB98262,-,12.1771,12,,0,0,0,0,12,7401,61,0,,,
SF-SEPARATE FRAME SPN  16 WAY IP43_CB98263_PC,74014689,1056,61. ASSEMBLY  N4,NOS,-,CB98263,-,12.5668,13271,,0,0,0,0,13271,7401,61,0,,,
SF-SEPARATE FRAME SPN  18 WAY IP43_CB98264_PC,74014690,377,61. ASSEMBLY  N4,NOS,-,CB98264,-,12.8838,4857,,0,0,0,0,4857,7401,61,0,,,
SF-SEPARATE FRAME SPN  4 WAY IP43_CB98259_PC,74014685,-22,61. ASSEMBLY  N4,NOS,-,CB98259,-,11.397,-251,,0,0,0,0,-251,7401,61,0,,,
SF-SEPARATE FRAME SPN  6 WAY IP43_CB98260_PC,74014686,31,61. ASSEMBLY  N4,NOS,-,CB98260,-,12.7495,395,,0,0,0,0,395,7401,61,0,,,
SF-SEPARATE FRAME SPN  8 WAY IP43_CB98261_PC,74014687,696,61. ASSEMBLY  N4,NOS,-,CB98261,-,11.7878,8204,,0,0,0,0,8204,7401,61,0,,,
SF-SF-BOX  ASSEMBLY SPN 12 WAY IP43 SFRM_CB70569_PC,74014682,3,61. ASSEMBLY  N4,NOS,-,CB70569,-,66.1053,198,,0,0,0,0,198,7401,61,0,,,
SF-SF-BOX  ASSEMBLY SPN 16 WAY IP43 SFRM_CB70570_PC,74014683,860,61. ASSEMBLY  N4,NOS,-,CB70570,-,94.2125,81023,,0,0,0,0,81023,7401,61,0,,,
SF-SF-BOX  ASSEMBLY SPN 18 WAY IP43 SFRM_CB70571_PC,74014684,367,61. ASSEMBLY  N4,NOS,-,CB70571,-,98.6249,36195,,0,0,0,0,36195,7401,61,0,,,
SF-SF-BOX  ASSEMBLY SPN 4 WAY IP43 SFRM_CB70566_PC,74014679,19,61. ASSEMBLY  N4,NOS,-,CB70566,-,48.1614,915,,0,0,0,0,915,7401,61,0,,,
SF-SF-BOX  ASSEMBLY SPN 6 WAY IP43 SFRM_CB70567_PC,74014680,135,61. ASSEMBLY  N4,NOS,-,CB70567,-,52.6471,7107,,0,0,0,0,7107,7401,61,0,,,
SF-SF-BOX  ASSEMBLY SPN 8 WAY IP43 SFRM_CB70568_PC,74014681,543,61. ASSEMBLY  N4,NOS,-,CB70568,-,57.685,31323,,0,0,0,0,31323,7401,61,0,,,
SF-SHIELD 125A VTPN MCCB 6 WAY _CB70776_PC,74012768,9,61. ASSEMBLY  N4,NOS,DOM,CB70776_PC,-,170.2485,1532,-,0,1,,9,1541,7401,61,0,,,
SF-SHIELD 12  WAY VTPN - IP43_CB70919_PC,74012594,95,61. ASSEMBLY  N4,NOS,-,CB70919_PC,-,181.5863,17251,-,0,10.27,,976,18227,7401,61,0,,,
SF-SHIELD 250A VTPN MCCB 6 WAY_PC,74012788,11,61. ASSEMBLY  N4,NOS,DOM,CB70784_PC,-,170.818,1879,-,0,1,,11,1890,7401,61,0,,,
SF-SHIELD 4  WAY VTPN - IP43_CB70916_PC,74012591,315,61. ASSEMBLY  N4,NOS,-,CB70916_PC,-,117.7414,37089,,0,0,0,0,37089,7401,61,0,,,
SF-SHIELD 6  WAY VTPN - IP43_CB70917_PC,74012592,115,61. ASSEMBLY  N4,NOS,-,CB70917_PC,-,138.5828,15937,-,0,9.11,,1048,16985,7401,61,0,,,
SF-SHIELD 8  WAY VTPN - IP43_CB70918_PC,74012593,4,61. ASSEMBLY  N4,NOS,-,CB70918_PC,-,153.1798,613,-,0,12.21,,49,662,7401,61,0,,,
SF-SHIELD SFRM SPN 12 WAY IP43_CB70588_PC,74014700,26,61. ASSEMBLY  N4,NOS,-,CB70588,-,26.7776,696,,0,0,0,0,696,7401,61,0,,,
SF-SHIELD SFRM SPN 16 WAY IP43_CB70589_PC,74014701,1056,61. ASSEMBLY  N4,NOS,-,CB70589,-,33.3037,35169,,0,0,0,0,35169,7401,61,0,,,
SF-SHIELD SFRM SPN 18 WAY IP43_CB70590_PC,74014702,377,61. ASSEMBLY  N4,NOS,-,CB70590,-,36.9138,13917,,0,0,0,0,13917,7401,61,0,,,
SF-SHIELD SFRM SPN 4 WAY IP43_CB70585_PC,74014697,37,61. ASSEMBLY  N4,NOS,-,CB70585,-,14.3776,532,,0,0,0,0,532,7401,61,0,,,
SF-SHIELD SFRM SPN 6 WAY IP43_CB70586_PC,74014698,24,61. ASSEMBLY  N4,NOS,-,CB70586,-,17.4775,419,,0,0,0,0,419,7401,61,0,,,
SF-SHIELD SFRM SPN 8 WAY IP43_CB70587_PC,74014699,130,61. ASSEMBLY  N4,NOS,-,CB70587,-,21.1882,2754,,0,0,0,0,2754,7401,61,0,,,
SF-SHIELD SPN 12 WAY IP43_CB70588_PC,74012559,31,61. ASSEMBLY  N4,NOS,-,CB70588_PC,-,39.1057,1212,-,0,3.24,,100,1312,7401,61,0,,,
SF-SHIELD SPN 18 WAY IP43_CB70590_PC,74012561,18,61. ASSEMBLY  N4,NOS,-,CB70590_PC,-,50.3596,906,-,0,3.24,,58,964,7401,61,0,,,
SF-SHIELD SPN 4 WAY IP43_CB70585_PC,74012556,415,61. ASSEMBLY  N4,NOS,-,CB70585_PC,-,22.3145,9261,-,0,1,,415,9676,7401,61,0,,,
SF-SHIELD SPN 8 WAY IP43_CB70587_PC,74012558,860,61. ASSEMBLY  N4,NOS,-,CB70587_PC,-,29.7315,25569,-,0,1,,860,26429,7401,61,0,,,
SF-SHIELD VTPN MCCB 12 WAY_CB70778_PC,74012770,1,61. ASSEMBLY  N4,NOS,DOM,CB70778_PC,-,218.3673,218,-,0,11.82,,12,230,7401,61,0,,,
SF-SHIELD VTPN MCCB 12 WAY_CB70787_PC,74012817,-5,61. ASSEMBLY  N4,NOS,DOM,CB70787_PC,-,232.4229,-1162,-,0,13.96,,-70,-1232,7401,61,0,,,
SF-SHIELD VTPN MCCB 4 WAY _CB70775_PC,74012746,2,61. ASSEMBLY  N4,NOS,DOM,CB70775_PC,-,154.8694,310,-,0,1,,2,312,7401,61,0,,,
SF-SHIELD VTPN MCCB 4 WAY _CB70783_PC,74012812,16,61. ASSEMBLY  N4,NOS,DOM,CB70783_PC,-,156.6823,2507,-,0,1,,16,2523,7401,61,0,,,
SF-SHIELD VTPN MCCB 8 WAY _CB70785_PC,74012815,32,61. ASSEMBLY  N4,NOS,DOM,CB70785_PC,-,206.8108,6618,-,0,15.51,,496,7114,7401,61,0,,,
SF-SMALL MOUNTING BRACKET_CB70195_PC,74013089,100,61. ASSEMBLY  N4,NOS,DOM,-,-,11.0731,1107,,0,0,0,0,1107,7401,61,0,,,
SF-SPN 12 W POWDER COATED BOX 402508 IP42,74012041,161,61. ASSEMBLY  N4,NOS,-,-,0,109.6624,17656,-,0,6.98,,1124,18780,7401,61,0,,,
SF-SPN 12 W POWDER COATED DOOR 402508 IP42,74012042,164,61. ASSEMBLY  N4,NOS,-,-,0,60.01,9842,-,0,3.88,,636,10478,7401,61,0,,,
SF-SPN 12 W POWDER COATED SHIELD 402508 IP42,74012044,171,61. ASSEMBLY  N4,NOS,-,-,0,105.4341,18029,-,0,5.62,,961,18990,7401,61,0,,,
SF-SPN 12 W POWDER COATED SIDE PLATE 402508 IP42,74012046,315,61. ASSEMBLY  N4,NOS,-,-,0,21.0567,6633,-,0,1.51,,476,7109,7401,61,0,,,
SF-SPN 16 W (R) POWDER COATED BOX 402509_SD4634 IP42,74013057,2,61. ASSEMBLY  N4,NOS,DOM,-,-,126.0592,252,,0,0,0,0,252,7401,61,0,,,
SF-SPN 16 W (R) POWDER COATED DOOR 402509_SD4634 IP42,74013060,2,61. ASSEMBLY  N4,NOS,DOM,-,-,71.8396,144,,0,0,0,0,144,7401,61,0,,,
SF-SPN 16 W (R) POWDER COATED SHIELD 402509_SD4634 IP42,74013058,2,61. ASSEMBLY  N4,NOS,DOM,-,-,129.8366,260,,0,0,0,0,260,7401,61,0,,,
SF-SPN 16 W (R) POWDER COATED SIDE PLATE 402509_SD4634 IP42,74013059,4,61. ASSEMBLY  N4,NOS,DOM,-,-,46.3281,185,,0,0,0,0,185,7401,61,0,,,
SF-SPN 4 W POWDER COATED BOX 402505 IP42,74012048,4,61. ASSEMBLY  N4,NOS,-,-,0,84.4594,338,-,0,4.85,,19,357,7401,61,0,,,
SF-SPN 4 W POWDER COATED DOOR 402505 IP42,74012049,1,61. ASSEMBLY  N4,NOS,-,-,0,38.073,38,-,0,1,,1,39,7401,61,0,,,
SF-SPN 4 W POWDER COATED SHIELD 402505 IP42,74012051,2,61. ASSEMBLY  N4,NOS,-,-,0,73.6751,147,-,0,1,,2,149,7401,61,0,,,
SF-SPN 4 W POWDER COATED SIDE PLATE 402505 IP42,74012053,20,61. ASSEMBLY  N4,NOS,-,-,0,14.4976,290,-,0,1.55,,31,321,7401,61,0,,,
SF-SPN 6 W POWDER COATED BOX 402506 IP42,74012055,137,61. ASSEMBLY  N4,NOS,-,-,0,86.9618,11914,-,0,1,,137,12051,7401,61,0,,,
SF-SPN 6 W POWDER COATED DOOR 402506 IP42,74012056,136,61. ASSEMBLY  N4,NOS,-,-,0,43.7683,5952,-,0,1,,136,6088,7401,61,0,,,
SF-SPN 6 W POWDER COATED SHIELD 402506 IP42,74012058,136,61. ASSEMBLY  N4,NOS,-,-,0,80.8304,10993,-,0,1,,136,11129,7401,61,0,,,
SF-SPN 6 W POWDER COATED SIDE PLATE 402506 IP42,74012060,298,61. ASSEMBLY  N4,NOS,-,-,0,16.2115,4831,-,0,1,,298,5129,7401,61,0,,,
SF-SPN 8 W POWDER COATED BOX 402507 IP42,74012062,43,61. ASSEMBLY  N4,NOS,-,-,0,91.3933,3930,-,0,1,,43,3973,7401,61,0,,,
SF-SPN 8 W POWDER COATED DOOR 402507 IP42,74012063,48,61. ASSEMBLY  N4,NOS,-,-,0,48.9813,2351,-,0,1,,48,2399,7401,61,0,,,
SF-SPN 8 W POWDER COATED SHIELD 402507 IP42,74012065,64,61. ASSEMBLY  N4,NOS,-,-,0,86.846,5558,-,0,1,,64,5622,7401,61,0,,,
SF-SPN 8 W POWDER COATED SIDE PLATE 402507 IP42,74012067,73,61. ASSEMBLY  N4,NOS,-,-,0,16.633,1214,-,0,1,,73,1287,7401,61,0,,,
SF-SPN GLAND PLATE 12 WAY IP54_CB70436_PC,74013095,2,61. ASSEMBLY  N4,NOS,DOM,-,-,19.1245,38,-,0,1,,2,40,7401,61,0,,,
SF-SURFACE DOOR VTPN MCCB 10 WAY _CB70756_PC,74013001,-1,61. ASSEMBLY  N4,NOS,DOM,-,-,287.4977,-287,-,0,1,,-1,-288,7401,61,0,,,
SF-SURFACE DOOR VTPN MCCB 16 WAY _CB70759_PC,74012809,-5,61. ASSEMBLY  N4,NOS,DOM,CB70759_PC,-,489.7378,-2449,-,0,27.14,,-136,-2585,7401,61,0,,,
SF-SWITCH SHIELD PHS IP43_CB70826_PC,74013410,22,61. ASSEMBLY  N4,NOS,DOM,CB70826_PC,-,167.3414,3682,-,0,54.47,,1198,4880,7401,61,0,,,
SF-TEMPRA  63A POWDER COATED BOX 607880 JOTUN,74013821,-1,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,155.8754,-156,-,0,12.48,,-12,-168,7401,61,0,,,
SF-TEMPRA 16A POWDER COATED BOX 607870/73 JOTUN,74013817,6,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,49.0462,294,-,0,1,,6,300,7401,61,0,,,
SF-TEMPRA 16A POWDER COATED SHIELD 607870/73 JOTUN,74013818,14,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,22.7062,318,-,0,1,,14,332,7401,61,0,,,
SF-TEMPRA 32A POWDER COATED BOX 607871/72 JOTUN,74013819,21,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,87.262,1833,-,0,1,,21,1854,7401,61,0,,,
SF-TEMPRA 32A POWDER COATED SHIELD 607871/72 JOTUN,74013820,-10,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,33.4482,-334,-,0,1,,-10,-344,7401,61,0,,,
SF-TEMPRA 63A POWDER COATED SHIELD 607880 JOTUN,74013822,-8,61. ASSEMBLY  N4,NOS,DOM,-,PC_JOTUN,53.8482,-431,-,0,1,,-8,-439,7401,61,0,,,
SF_DBVTH004DD-DN0- FRAME- PC,74014515,3,61. ASSEMBLY  N4,NOS,-,-,-,4.2311,13,,0,0,0,0,13,7401,61,0,,,
