ITEM_NAME,ERP_CODE,CLOSING,NAME,UNIT,ICAT,CPARTNO,CUST_REF,RATE,CAL_VALUE,PREFX,IWEIGHT,LABRCHG,IRATE1,IH_VALUE,TOT_VAL,GRP,STAGE,CLOSING_WT,FG_REF,,
SP32223-290X259X128,47060936,98,61. ASSEMBLY  N4,NOS,DOM,-,-,9.77,957,,0,0,0,0,957,4706,61,0,,,
SP32225-395X259X128,47060937,185,61. ASSEMBLY  N4,NOS,DOM,-,-,12.03,2226,,0,0,0,0,2226,4706,61,0,,,
SP32226-465X259X128,47060941,1144,61. ASSEMBLY  N4,NOS,DOM,-,-,21.5,24596,,0,0,0,0,24596,4706,61,0,,,
TOP AND BOTTOM CARTON,47060814,0.325,61. ASSEMBLY  N4,NOS,-,-,0,12.8,4,,0,0,0,0,4,4706,61,0,,,
PAPER BOARD ANGLE_SP31824_68MM,47070019,4,61. ASSEMBLY  N4,NOS,DOM,-,-,0.68,3,,0,0,0,0,3,4707,61,0,,,
PAPER BOARD ANGLE_SP31825_93MM,47070020,1972,61. ASSEMBLY  N4,NOS,DOM,-,-,0.93,1834,,0,0,0,0,1834,4707,61,0,,,
PAPER BOARD ANGLE_SP31833_108MM,47070024,5594,61. ASSEMBLY  N4,NOS,DOM,-,-,1.08,6042,,0,0,0,0,6042,4707,61,0,,,
PAPER BOARD ANGLE_SP31839_198MM,47070025,72,61. ASSEMBLY  N4,NOS,DOM,-,-,2.73,197,,0,0,0,0,197,4707,61,0,,,
PHASE INDICATOR STICKER (ROUND ) L1 SIZE 8 X 8 MM,47070018,813,61. ASSEMBLY  N4,NOS,DOM,LD03916AA,-,0.05,41,,0,0,0,0,41,4707,61,0,,,
PAPER TAPE 1INCH,47140015,1650.209,61. ASSEMBLY  N4,MTR,DOM,-,-,11,18152,,0.0222,0,0,0,18152,4714,61,36.63,,,
TRANSPARENT TAPE - 4 INCH (65 MTR),47140026,1771.76,61. ASSEMBLY  N4,MTR,DOM,-,-,22,38979,,0,0,0,0,38979,4714,61,0,,,
BOPP TAPE (SMALL) 65MTR LEGRAND PRINTED,47150010,3998.728,61. ASSEMBLY  N4,MTR,DOM,-,-,37,147953,,0.0154,0,0,0,147953,4715,61,61.58,,,
BOPP TAPE BROWN 48X65MTR LNT PRINTED,47150013,146.28,61. ASSEMBLY  N4,MTR,DOM,-,-,0.5881,86,,0.0154,0,0,0,86,4715,61,2.25,,,
BOPP TAPE BROWN 72X65MTR LNT PRINTED,47150009,2960.223,61. ASSEMBLY  N4,MTR,DOM,-,-,1.144,3386,,0.0154,0,0,0,3386,4715,61,45.59,,,
CARTON STICKER MEP 80 X 80MM,47150008,2.12,61. ASSEMBLY  N4,NOS,DOM,-,-,0.29,1,,0,0,0,0,1,4715,61,0,,,
CARTON STICKER PLAIN 105X208MM__LNT_SP04040_02A_EXP,47150019,6,61. ASSEMBLY  N4,NOS,DOM,-,-,9.6,58,,0,0,0,0,58,4715,61,0,,,
CARTON STICKER PLAIN 73X150MM_LNT_SP02925,47150015,16782,61. ASSEMBLY  N4,NOS,DOM,-,-,0.61,10237,,0,0,0,0,10237,4715,61,0,,,
CARTON STICKER PLAIN105X208MM_LNT_SP04040-1A,47150016,2767,61. ASSEMBLY  N4,NOS,DOM,-,-,1.18,3265,,0,0,0,0,3265,4715,61,0,,,
BOP - PRINTED STRIP 12MM MISC040_TOMATO RED_GM,47160028,16.58,61. ASSEMBLY  N4,MTR,DOM,-,-,147,2437,,0,0,0,0,2437,4716,61,0,,,
EARTHING STICKER,47170001,15583,61. ASSEMBLY  N4,NOS,-,-,0,0.049,764,,0,0,0,0,764,4717,61,0,,,
LABEL THIS SIDE UP - SP31754,47170004,158,61. ASSEMBLY  N4,NOS,-,-,0,0.23,36,,0,0,0,0,36,4717,61,0,,,
LEGRAND RETAIL EXPORT DB STICKER_500000806 63 X 80MM,47170153,9,61. ASSEMBLY  N4,NOS,DOM,500000806,-,0.29,3,,0,0,0,0,3,4717,61,0,,,
PHASE INDICATOR LABEL (VERTICAL) SIZE 54 X 10 MM,47170154,1964,61. ASSEMBLY  N4,NOS,DOM,LD03919AA,-,0.43,845,,0,0,0,0,845,4717,61,0,,,
PHASE INDICATOR STICKER (ROUND ) L2 SIZE 8 X 8 MM,47170155,813,61. ASSEMBLY  N4,NOS,DOM,LD03917AA,-,0.05,41,,0,0,0,0,41,4717,61,0,,,
PHASE INDICATOR STICKER (ROUND ) L3 SIZE 8 X 8 MM,47170156,813,61. ASSEMBLY  N4,NOS,DOM,LD03918AA,-,0.05,41,,0,0,0,0,41,4717,61,0,,,
SECONDARY STICKER FOR 661.1N323_100X90_SCAME,47170138,1.483,61. ASSEMBLY  N4,NOS,DOM,-,-,2.25,3,,0,0,0,0,3,4717,61,0,,,
STACKING STICKER INNER FOR 5 NOS_SCAME,47170141,0.042,61. ASSEMBLY  N4,NOS,DOM,-,-,1.4,0,,0,0,0,0,0,4717,61,0,,,
STICKER FOR DB GLAND PLATE - KNOCKOUT REMOVAL METHOD_ SP21489,47170184,1605,61. ASSEMBLY  N4,NOS,DOM,-,-,0.5,803,,0,0,0,0,803,4717,61,0,,,
ANTI INSERTION_SP04049,47180019,5754,61. ASSEMBLY  N4,NOS,DOM,-,-,0.36,2071,,0,0,0,0,2071,4718,61,0,,,
ASSEMBLY DESIGNATION & TESTED OK_SP06062,47180080,33631,61. ASSEMBLY  N4,NOS,DOM,SP06062,-,0.8,26905,,0,0,0,0,26905,4718,61,0,,,
CIRCUIT IDENTIFICATION 12 WAY_SP04064,47180085,122,61. ASSEMBLY  N4,NOS,-,SP04064,-,1.28,156,,0,0,0,0,156,4718,61,0,,,
CIRCUIT IDENTIFICATION 18 WAY_SP04067,47180084,57,61. ASSEMBLY  N4,NOS,-,SP04067,-,1.52,87,,0,0,0,0,87,4718,61,0,,,
CIRCUIT IDENTIFICATION 4 WAY_SP04060,47180087,30,61. ASSEMBLY  N4,NOS,-,SP04060,-,1.04,31,,0,0,0,0,31,4718,61,0,,,
CIRCUIT IDENTIFICATION 6 WAY_SP04061,47180088,275,61. ASSEMBLY  N4,NOS,-,SP04061,-,1.56,429,,0,0,0,0,429,4718,61,0,,,
CIRCUIT IDENTIFICATION 8 WAY VTPN_SP04053,47180044,57,61. ASSEMBLY  N4,NOS,DOM,-,-,16.42,936,,0,0,0,0,936,4718,61,0,,,
CIRCUIT IDENTIFICATION 8 WAY_SP04062,47180090,49,61. ASSEMBLY  N4,NOS,-,SP04062,-,0.88,43,,0,0,0,0,43,4718,61,0,,,
CIRCUIT INDENTIFICATION 12 WAY VTPN-SP04055,47180046,51,61. ASSEMBLY  N4,NOS,DOM,-,-,24.62,1256,,0,0,0,0,1256,4718,61,0,,,
CIRCUIT INDENTIFICATION 16 WAY -SP04066,47180054,1135,61. ASSEMBLY  N4,NOS,DOM,-,-,4.15,4710,,0,0,0,0,4710,4718,61,0,,,
CIRCUIT INDENTIFICATION 16 WAY VTPN-SP04056,47180047,1,61. ASSEMBLY  N4,NOS,DOM,-,-,32.83,33,,0,0,0,0,33,4718,61,0,,,
CIRCUIT INDENTIFICATION 4 WAY VTPN-SP04051,47180024,10,61. ASSEMBLY  N4,NOS,DOM,-,-,8.21,82,,0,0,0,0,82,4718,61,0,,,
CIRCUIT INDENTIFICATION 6 WAY VTPN-SP04052,47180026,24,61. ASSEMBLY  N4,NOS,DOM,-,-,12.31,295,,0,0,0,0,295,4718,61,0,,,
DATE CODING LABEL FOR ASW_SP01237,47180091,3011,61. ASSEMBLY  N4,NOS,-,SP01237,-,0.22,662,,0,0,0,0,662,4718,61,0,,,
DB INSTALLATION QR CODE LABEL ST31143,47180100,657,61. ASSEMBLY  N4,NOS,DOM,-,-,0.79,519,,0,0,0,0,519,4718,61,0,,,
EARTH SYMBOL SMALL-SP04048,47180029,7864,61. ASSEMBLY  N4,NOS,DOM,SP04048,-,0.24,1887,,0,0,0,0,1887,4718,61,0,,,
N NUMBERING 48 WAYS-SP04082,47180061,183,61. ASSEMBLY  N4,NOS,DOM,-,-,7.07,1294,,0,0,0,0,1294,4718,61,0,,,
N NUMBERING 48 WAYS-SP32103,47180096,65,61. ASSEMBLY  N4,NOS,DOM,-,-,5.8,377,,0,0,0,0,377,4718,61,0,,,
NEUTRAL SYMBOL SMALL-SP04046,47180033,1095,61. ASSEMBLY  N4,NOS,DOM,SP04046,-,0.24,263,,0,0,0,0,263,4718,61,0,,,
R Y B IDENTIFICATION-SP04044,47180035,90,61. ASSEMBLY  N4,NOS,DOM,-,-,0.78,70,,0,0,0,0,70,4718,61,0,,,
WIRE SET AND KIT WAY LABEL,47180016,241,61. ASSEMBLY  N4,NOS,-,-,0,0.18,43,,0,0,0,0,43,4718,61,0,,,
WIRING DIAGRAM PHASE SELECTION-SP31730,47180076,22,61. ASSEMBLY  N4,NOS,DOM,-,-,7.2,158,,0,0,0,0,158,4718,61,0,,,
WIRING DIAGRAM SPN 12-16 WAY-SP31726,47180041,272,61. ASSEMBLY  N4,NOS,DOM,-,-,2.1,571,,0,0,0,0,571,4718,61,0,,,
WIRING DIAGRAM SPN 4-8 WAY-SP31725,47180036,170,61. ASSEMBLY  N4,NOS,DOM,SP31725,-,2.1,357,,0,0,0,0,357,4718,61,0,,,
WIRING DIAGRAM VTPN PREMIUM-SP31733,47180037,45,61. ASSEMBLY  N4,NOS,DOM,-,-,7.2,324,,0,0,0,0,324,4718,61,0,,,
CFB ROLL SP32556,47190004,448,61. ASSEMBLY  N4,NOS,DOM,-,-,2.2,986,,0,0,0,0,986,4719,61,0,,,
CFB ROLL SP32557,47190005,168,61. ASSEMBLY  N4,NOS,DOM,-,-,3.25,546,,0,0,0,0,546,4719,61,0,,,
EPE PADDING_SPBBBBB_SP34045,47190010,88,61. ASSEMBLY  N4,NOS,DOM,-,-,7.15,629,,0,0,0,0,629,4719,61,0,,,
SILICA GEL 10GM XA00555,47210004,3838,61. ASSEMBLY  N4,NOS,DOM,-,-,3.2,12282,,0,0,0,0,12282,4721,61,0,,,
SILICA GEL 22GM XA00277,47210003,139,61. ASSEMBLY  N4,NOS,DOM,-,-,6.5,904,,0,0,0,0,904,4721,61,0,,,
PADDING 200 X 123 X 20_500001208_LEGRA,47230001,20,61. ASSEMBLY  N4,NOS,DOM,-,-,1.9,38,,0,0,0,0,38,4723,61,0,,,
A4 PAPER,48010032,24,61. ASSEMBLY  N4,RIM,DOM,-,-,176,4224,,0,0,0,0,4224,4801,61,0,,,
L&T COMMON LOGO SCREEN LENGTH: 40 MM (4 LOGO) NEW WITH FRAME,48010070,3,61. ASSEMBLY  N4,NOS,DOM,-,-,500,1500,,0,0,0,0,1500,4801,61,0,,,
L&T COMMON LOGO SCREEN LENGTH: 50 60 70 75 80 &85 MM NEW WITH FRAME,48010068,3,61. ASSEMBLY  N4,NOS,DOM,-,-,1116,3348,,0,0,0,0,3348,4801,61,0,,,
L&T COMMON LOGO SCREEN LENGTH: 50 60 70 75 80 &85 MM ONLY SCREEN MAKING,48010069,4,61. ASSEMBLY  N4,NOS,DOM,-,-,500,2000,,0,0,0,0,2000,4801,61,0,,,
L&T LINING SCREEN GAP 12 MM LENGTH 290 / 340 ( 2 NOS) NEW WITH FRAME,48010074,3,61. ASSEMBLY  N4,NOS,DOM,-,-,500,1500,,0,0,0,0,1500,4801,61,0,,,
L&T LINING SCREEN GAP 12 MM LENGTH 290 / 340 ( 2 NOS) ONLY SCREEN MAKING,48010075,5,61. ASSEMBLY  N4,NOS,DOM,-,-,500,2500,,0,0,0,0,2500,4801,61,0,,,
L&T LINING SCREEN GAP 14 MM LENGTH 400 / 450 ( 2 NOS) NEW WITH FRAME,48010072,1,61. ASSEMBLY  N4,NOS,DOM,-,-,500,500,,0,0,0,0,500,4801,61,0,,,
L&T LINING SCREEN GAP 14 MM LENGTH 400 / 450 ( 2 NOS) ONLY SCREEN MAKING,48010073,2,61. ASSEMBLY  N4,NOS,DOM,-,-,500,1000,,0,0,0,0,1000,4801,61,0,,,
L&T LINING SCREEN GAP 16 MM LENGTH 290 / 340 ( 2 NOS) ONLY SCREEN MAKING,48010077,3,61. ASSEMBLY  N4,NOS,DOM,-,-,500,1500,,0,0,0,0,1500,4801,61,0,,,
TRANSPARENT TAPE ACB/KING NB_NETPN,48010113,45.9,61. ASSEMBLY  N4,MTR,DOM,-,-,0,0,,0,0,0,0,0,4801,61,0,,,
XEROX PAPER-70GSM-A/4 SIZE,48010003,31,61. ASSEMBLY  N4,NOS,-,-,-,160,4960,,0,0,0,0,4960,4801,61,0,,,
BOX FILE FULL SIZE (AJS-1465),48030026,4,61. ASSEMBLY  N4,NOS,DOM,-,-,88,352,,0,0,0,0,352,4803,61,0,,,
STAPLER PIN,48030015,14,61. ASSEMBLY  N4,NOS,DOM,-,-,140,1960,,0,0,0,0,1960,4803,61,0,,,
STAPLER PIN BIG,48030017,3,61. ASSEMBLY  N4,NOS,DOM,-,-,15,45,,0,0,0,0,45,4803,61,0,,,
BLADE FOR PAPER CUTTER,48040002,5,61. ASSEMBLY  N4,NOS,-,-,-,3,15,,0,0,0,0,15,4804,61,0,,,
PLASTIC FOLDER A4,48040020,100,61. ASSEMBLY  N4,NOS,-,-,-,6,600,,0,0,0,0,600,4804,61,0,,,
STAMP PAD INK,48040071,1,61. ASSEMBLY  N4,BOTTLE,DOM,-,-,40,40,,0,0,0,0,40,4804,61,0,,,
REGISTER,48050012,4,61. ASSEMBLY  N4,NOS,DOM,-,-,150,600,,0,0,0,0,600,4805,61,0,,,
STAMP PAD SMALL,48060024,1,61. ASSEMBLY  N4,NOS,DOM,-,-,40,40,,0,0,0,0,40,4806,61,0,,,
ALLEN CAP SCREW M4 X 45MM,48090035,10,61. ASSEMBLY  N4,NOS,DOM,-,-,4.47,45,,0,0,0,0,45,4809,61,0,,,
BOP - FOAM PADS 200X123X20_GM,48090285,1240,61. ASSEMBLY  N4,NOS,DOM,-,-,2.56,3174,,0,0,0,0,3174,4809,61,0,,,
CFB ROLL SP32553,48090196,11202,61. ASSEMBLY  N4,NOS,DOM,-,-,2.4,26885,,0,0,0,0,26885,4809,61,0,,,
FEVICOL_PL10_LNT,48090199,45,61. ASSEMBLY  N4,LTR,DOM,-,-,220,9900,,0,0,0,0,9900,4809,61,0,,,
INK LEGRAND_GOLD,48090017,18,61. ASSEMBLY  N4,KGS,DOM,-,-,2250,40500,,0,0,0,0,40500,4809,61,0,,,
INK LNT,48090195,109,61. ASSEMBLY  N4,NOS,DOM,-,-,1150,125350,,0,0,0,0,125350,4809,61,0,,,
INK REDUCER,48090012,346,61. ASSEMBLY  N4,LTR,-,-,0,333,115218,,0,0,0,0,115218,4809,61,0,,,
LOCTITE 270_50ML,48090031,14,61. ASSEMBLY  N4,ML,DOM,-,-,9.86,138,,0.02,0,0,0,138,4809,61,0.28,,,
M6 HEX NUT BLUE PASSIVATION / STD,48090317,4,61. ASSEMBLY  N4,NOS,-,-,0,0.35,1,,0,0,0,0,1,4809,61,0,,,
M8 HEX NUT PLATTED,48090319,1594,61. ASSEMBLY  N4,NOS,DOM,-,-,0.69,1100,,0,0,0,0,1100,4809,61,0,,,
MEASURING TAPE 2 MTR,48090041,9,61. ASSEMBLY  N4,NOS,DOM,-,-,65,585,,0,0,0,0,585,4809,61,0,,,
REDUCER_NETPN_500001182,48090329,380,61. ASSEMBLY  N4,LTR,-,500001182,-,0,0,,0,0,0,0,0,4809,61,0,,,
RIBBON SATO TTR BLACK,48090014,446,61. ASSEMBLY  N4,ROLL,-,-,0,616,274736,,0,0,0,0,274736,4809,61,0,,,
SCREW DRIVER BIT,48090036,50,61. ASSEMBLY  N4,NOS,DOM,-,-,30,1500,,0,0,0,0,1500,4809,61,0,,,
SECONDARY CARTON 5 PLY 720 X 375 X 265 MM SCAME IN207,48090246,0.6,61. ASSEMBLY  N4,NOS,,-,-,66,40,,0,,,0,40,4809,61,0,,,
SF-M5 NUT INSERT_XA62185_PL,48090200,716,61. ASSEMBLY  N4,NOS,DOM,-,-,1.1,788,,0,0,0,0,788,4809,61,0,,,
SPRAY LIGHT GREY RAL 7035,48090011,2,61. ASSEMBLY  N4,NOS,-,-,-,180,360,,0,0,0,0,360,4809,61,0,,,
SPRAY RAL 7032,48090284,2,61. ASSEMBLY  N4,NOS,-,-,-,210,420,,0,0,0,0,420,4809,61,0,,,
SPRAY RAL 9003,48090024,37,61. ASSEMBLY  N4,NOS,DOM,-,-,200,7400,,0,0,0,0,7400,4809,61,0,,,
SPRAY RAL 9016 JOTUN,48090026,9,61. ASSEMBLY  N4,NOS,DOM,-,RAL_9016,320,2880,,0,0,0,0,2880,4809,61,0,,,
THINNER,48090018,545,61. ASSEMBLY  N4,LTR,DOM,-,-,100,54500,,0,0,0,0,54500,4809,61,0,,,
TOTEM CS TAP M3X0.5TSB,48090197,21,61. ASSEMBLY  N4,NOS,DOM,-,-,52.7,1107,,0,0,0,0,1107,4809,61,0,,,
TOTEM CS TAP M4X0.7 TSB / GOLD,48090032,690,61. ASSEMBLY  N4,NOS,DOM,-,-,49.6,34224,,0,0,0,0,34224,4809,61,0,,,
TOTEM CS TAP M5X0.8MM TSB,48090033,773,61. ASSEMBLY  N4,NOS,DOM,-,-,50.4,38959,,0,0,0,0,38959,4809,61,0,,,
TOTEM HSS TAP SET M4X0.7 MM,48090198,54,61. ASSEMBLY  N4,SET,DOM,-,-,220,11880,,0,0,0,0,11880,4809,61,0,,,
TRANSPARENT TAPE - 2 INCH(45 MTR),48090102,62.5,61. ASSEMBLY  N4,MTR,DOM,-,-,26,1625,,0,0,0,0,1625,4809,61,0,,,
TRANSPARENT TAPE - 3 INCH (65 MTR),48090046,13603.823,61. ASSEMBLY  N4,MTR,DOM,-,-,39,530549,,0.0154,0,0,0,530549,4809,61,209.5,,,
YELLOW ISOLATE STICKER SP03633,48090223,1796,61. ASSEMBLY  N4,NOS,-,-,-,0.44,790,,0,0,0,0,790,4809,61,0,,,
TAPE DISPENSER,48100005,10,61. ASSEMBLY  N4,NOS,-,-,-,340,3400,,0,0,0,0,3400,4810,61,0,,,
POLYBAG 9 X 13 X 200 GAUGE,48120032,-11.602,61. ASSEMBLY  N4,KGS,-,-,0,138.4,-1606,,0,0,0,0,-1606,4812,61,0,,,
SECONDARY CARTON 5 PLY 615 X 375 X 265 MM SCAME IN203,48120030,0.8,61. ASSEMBLY  N4,NOS,,-,-,60,48,,0,,,0,48,4812,61,0,,,
STRECH FILM ROLL,48120059,22.728,61. ASSEMBLY  N4,KGS,DOM,-,-,12.75,290,,0,0,0,0,290,4812,61,0,,,
COTTON WASTE,49010003,453,61. ASSEMBLY  N4,KGS,-,GSCOOS0000016,-,75,33975,,0,0,0,0,33975,4901,61,0,,,
EAR PLUG (CORDED REUSABLE-VENUS MAKE),49010054,350,61. ASSEMBLY  N4,NOS,DOM,-,-,16.5,5775,,0,0,18,0,5775,4901,61,0,,,
HAND GLOVES KNITTED,49010006,50,61. ASSEMBLY  N4,PAIR,-,GSCOOS0000020,-,8.25,413,,0,0,0,0,413,4901,61,0,,,
PU CONNECTORMALE 1/4 X 12 MM,50010055,20,61. ASSEMBLY  N4,NOS,DOM,-,-,56.25,1125,,0,0,0,0,1125,5001,61,0,,,
4 HEAD BIT,50051390,50,61. ASSEMBLY  N4,NOS,,-,-,10,500,,0,,,0,500,5005,61,0,,,
ALLEN BOLT M12*110,50051626,30,61. ASSEMBLY  N4,NOS,-,-,-,36,1080,,0,0,0,0,1080,5005,61,0,,,
FLAT FILE  ROUGH 12 INCH,50050243,3,61. ASSEMBLY  N4,NOS,DOM,-,-,260,780,,0,0,0,0,780,5005,61,0,,,
HSS DRILL BIT 4.2 MM,50050863,10,61. ASSEMBLY  N4,NOS,DOM,-,-,48,480,,0,0,0,0,480,5005,61,0,,,
HSS DRILL BIT 7.5MM,50051935,2,61. ASSEMBLY  N4,NOS,,-,-,164,328,,0,,,0,328,5005,61,0,,,
PAPER CUTTER,50050176,12,61. ASSEMBLY  N4,NOS,DOM,-,-,30,360,,0,0,0,0,360,5005,61,0,,,
SCREW DRIVER TAPARIA 9031,50050227,40,61. ASSEMBLY  N4,NOS,DOM,-,-,57.4,2296,,0,0,0,0,2296,5005,61,0,,,
SOLDERING GUN,50050269,5,61. ASSEMBLY  N4,NOS,DOM,-,-,255,1275,,0,0,0,0,1275,5005,61,0,,,
ADDISON CARBIDE TIPPED DRILL 3.00 MM,50060545,10,61. ASSEMBLY  N4,NOS,DOM,-,-,501.5,5015,,0,0,0,0,5015,5006,61,0,,,
ALLEN BOLT M6*70,50061653,3,61. ASSEMBLY  N4,NOS,-,-,-,4.2,13,,0,0,0,0,13,5006,61,0,,,
ALLEN CAP SCREW M4X40MM,50060390,930,61. ASSEMBLY  N4,NOS,DOM,-,-,4.238,3941,,0,0,0,0,3941,5006,61,0,,,
CUTTER BLADE,50061299,3,61. ASSEMBLY  N4,NOS,DOM,-,-,5,15,,0,0,0,0,15,5006,61,0,,,
HEX BOLT M6X25 MM,50060678,500,61. ASSEMBLY  N4,NOS,DOM,-,-,2.352,1176,,0,0,0,0,1176,5006,61,0,,,
PHILIPS SCREW DRIVER BIT SBP500/3,50060517,50,61. ASSEMBLY  N4,NOS,DOM,-,-,18.2,910,,0,0,0,0,910,5006,61,0,,,
HSS DRILL   M7.2,50130480,5,61. ASSEMBLY  N4,NOS,,-,-,151,755,,0,,,0,755,5013,61,0,,,
CROMPTON LED TUBE LIGHT 20 W,52030160,4,61. ASSEMBLY  N4,NOS,DOM,-,-,480,1920,,0,0,0,0,1920,5203,61,0,,,
DRILL BIT 6 MM,52120156,5,61. ASSEMBLY  N4,NOS,DOM,-,-,95,475,,0,0,0,0,475,5212,61,0,,,
DRILL BIT 8 MM,52120157,5,61. ASSEMBLY  N4,NOS,DOM,-,-,185.85,929,,0,0,0,0,929,5212,61,0,,,
GASKET,55040078,1221,61. ASSEMBLY  N4,NOS,DOM,-,-,93.1,113675,,0,0,0,0,113675,5504,61,0,,,
TAPARIA SCREW DRIVER 725,55050027,10,61. ASSEMBLY  N4,NOS,DOM,-,-,57,570,,0,0,0,0,570,5505,61,0,,,
5.8 HSS DRILL BIT,56010131,2,61. ASSEMBLY  N4,NOS,DOM,-,-,80,160,,0,0,0,0,160,5601,61,0,,,
ORIENT LED TUBE LIGHT BATTEN 9 WATTS,57020008,8,61. ASSEMBLY  N4,NOS,DOM,-,-,215,1720,,0,0,0,0,1720,5702,61,0,,,
RIVITING PUNCH SPARKING,69180189,64,61. ASSEMBLY  N4,NOS,DOM,-,-,750,48000,,0,0,0,0,48000,6918,61,0,,,
B MAIN BUS BAR 12 WAY_CB70671_PL,71010433,12,61. ASSEMBLY  N4,NOS,DOM,CB70671_PL,-,47.92,575,,0,1,0,12,587,7101,61,0,,,
B MAIN BUS BAR 16 WAY_CB70672_PL,71010418,1,61. ASSEMBLY  N4,NOS,DOM,CB70672_PL,-,89.97,90,,0,0,84.63,0,90,7101,61,0,,,
B MAIN BUS BAR 4 WAY MCCB_CB70947_PL,71010430,36,61. ASSEMBLY  N4,NOS,DOM,CB70947_PL,-,46.4707,1673,,0,1,0,36,1709,7101,61,0,,,
B MAIN BUS BAR 4 WAY MCCB_CB71608_PL,71010447,33,61. ASSEMBLY  N4,NOS,DOM,CB71608_PL,-,1.47,49,,0,1,0,33,82,7101,61,0,,,
B MAIN BUS BAR 4 WAY_CB70668_PL,71010421,282,61. ASSEMBLY  N4,NOS,DOM,CB70668_PL,-,15.17,4278,,0,0,20.08,0,4278,7101,61,0,,,
B MAIN BUS BAR 6 WAY_CB70669_PL,71010424,3,61. ASSEMBLY  N4,NOS,DOM,CB70669_PL,-,23.31,70,,0,1,0,3,73,7101,61,0,,,
B MAIN BUS BAR 8 WAY MCCB_CB70949_PL,71010437,52,61. ASSEMBLY  N4,NOS,DOM,CB70949_PL,-,35.06,1823,,0,1,0,52,1875,7101,61,0,,,
B MAIN BUS BAR 8 WAY_CB70670_PL,71010412,185,61. ASSEMBLY  N4,NOS,DOM,CB70670_PL,-,31.45,5818,,0,1,0,185,6003,7101,61,0,,,
CONNECTING BUSBAR RB VTPN_CB71059_PL,71010413,1206,61. ASSEMBLY  N4,NOS,DOM,CB71059_PL,-,11.341,13677,,0,2.2,0,2653,16330,7101,61,0,,,
CONNECTING BUSBAR Y VTPN_CB71060_PL,71010414,851,61. ASSEMBLY  N4,NOS,DOM,CB71060_PL,-,11.285,9604,,0,2.2,0,1872,11476,7101,61,0,,,
HINGE SURFACE BIG_CB70283_PL_EXP,71010722,38,61. ASSEMBLY  N4,NOS,-,-,-,5.9511,226,,0,0,1.78,0,226,7101,61,0,,,
HINGE SURFACE SMALL_CB70611_PL_EXP,71010723,3106,61. ASSEMBLY  N4,NOS,-,-,-,3.2986,10245,,0,0,0.92,0,10245,7101,61,0,,,
R MAIN BUS BAR 4 WAY MCCB_CB70931_PL,71010270,19,61. ASSEMBLY  N4,NOS,DOM,CB70931_PL,-,53.54,1017,,0,1,0,19,1036,7101,61,0,,,
R MAIN BUS BAR 4 WAY MCCB_CB71560_PL,71010445,12,61. ASSEMBLY  N4,NOS,DOM,CB71560_PL,-,1.91,23,,0,1,0,12,35,7101,61,0,,,
R MAIN BUS BAR 4 WAY_CB70660_PL,71010419,283,61. ASSEMBLY  N4,NOS,DOM,CB70660_PL,-,20.6,5830,,0,0,27.25,0,5830,7101,61,0,,,
R MAIN BUS BAR 6 WAY_CB70661_PL,71010422,18,61. ASSEMBLY  N4,NOS,DOM,CB70661_PL,-,28.74,517,,0,1,0,18,535,7101,61,0,,,
R MAIN BUS BAR 8 WAY MCCB_CB70933_PL,71010436,54,61. ASSEMBLY  N4,NOS,DOM,CB70933_PL,-,40.49,2186,,0,1,0,54,2240,7101,61,0,,,
R MAIN BUS BAR 8 WAY_CB70662_PL,71010410,186,61. ASSEMBLY  N4,NOS,DOM,CB70662_PL,-,36.87,6858,,0,1,0,186,7044,7101,61,0,,,
R MAIN BUSBAR VTPN MCCB 12 WAY_CB71564_PL,71010452,1,61. ASSEMBLY  N4,NOS,DOM,CB71564_PL,-,81.478,81,,0,8.21,0,8,89,7101,61,0,,,
RB POLE SPREADER LINK_CB70921_CB70921_PL,71010221,34,61. ASSEMBLY  N4,NOS,DOM,CB70921_PL,-,0.01,0,,0,0,17.18,0,0,7101,61,0,,,
SF TERMINAL LINK DPX3 250A_PL,71010560,3,61. ASSEMBLY  N4,NOS,DOM,G001968AA,-,34.9033,105,-,0,1,,3,108,7101,61,0,,,
SF-125A RB SPREADER LINK MCCB INCOMER_CB71047_PL,71010428,181,61. ASSEMBLY  N4,NOS,DOM,CB71047_PL,-,14.964,2708,,0,1,0,181,2889,7101,61,0,,,
SF-125A Y SPREADER LINK MCCB INCOMER_CB71048_PL,71010429,81,61. ASSEMBLY  N4,NOS,DOM,CB71048_PL,-,14.14,1145,,0,1,0,81,1226,7101,61,0,,,
SF-1P FORK COMB 11W BUSBAR_CB71008_PL.,71010568,-24,61. ASSEMBLY  N4,NOS,DOM,CB71008_PL,-,47.02,-1128,-,0,1,,-24,-1152,7101,61,0,,,
SF-1P FORK COMB 13W BUSBAR_CB71010_PL,71010392,7,61. ASSEMBLY  N4,NOS,DOM,CB71010_PL,-,58.1,407,,0,0,55.85,0,407,7101,61,0,,,
SF-1P FORK COMB 15W BUSBAR_CB71012_PL,71010393,27,61. ASSEMBLY  N4,NOS,DOM,CB71012_PL,-,5.24,141,-,0,1,,27,168,7101,61,0,,,
SF-1P FORK COMB 17W BUSBAR_CB71014_PL.,71010567,259,61. ASSEMBLY  N4,NOS,DOM,CB71014_PL,-,72.82,18860,-,0,1,,259,19119,7101,61,0,,,
